"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","Appropriation or Category Type","Restriction Type","Functional Classification","Amount $000","Year","Amount Type","Periodicity","Current Scope","M Number","Portfolio Name"
"Ministry of Social Development","Social Development",12517,12517,"Independent Monitoring and Assurance of the Oranga Tamariki System","Independent Monitoring and Assurance of the Oranga Tamariki System","Single","Departmental Output Expenses",NA,"Social Security and Welfare",835,2020,"Actuals","A","This appropriation is limited to independent monitoring of compliance with, and delivery of, the Oranga Tamariki Act and related regulations and standards.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12521,12521,"Establishment of Independent Monitor of the Oranga Tamariki System","Establishment of Independent Monitor of the Oranga Tamariki System","Single","Departmental Output Expenses",NA,"Social Security and Welfare",4156,2020,"Actuals","A","This appropriation is limited to establishing an independent monitor and assurance function to provide oversight of the Oranga Tamariki system.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",9762,9762,"Promoting Positive Outcomes for Disabled People","Promoting Positive Outcomes for Disabled People","Single","Departmental Output Expenses",NA,"Social Security and Welfare",6683,2021,"Actuals","A","This appropriation is limited to providing services to promote and monitor the implementation of the New Zealand Disability Strategy, to monitor and implement the United Nations Convention on the Rights of Persons with Disabilities, and to provide information to Ministers and external agencies on disability matters.",23,"Minister for Disability Issues"
"Ministry of Social Development","Social Development",12382,12382,"Services to Support People to Access Accommodation","Services to Support People to Access Accommodation","Single","Departmental Output Expenses",NA,"Housing and Community",64721,2021,"Actuals","A","This appropriation is limited to assessing and reviewing eligibility for housing needs and income related rent, and managing the public housing register, and supporting the holistic needs of people and their families receiving housing-related case management support.",37,"Minister of Housing"
"Ministry of Social Development","Social Development",12442,12442,"Administration of Service Cards","Administration of Service Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",6243,2021,"Actuals","A","This appropriation is limited to assessing entitlement for and issuing the Community Services Card, SuperGold Card and Veteran SuperGold Card, and providing information about the Community Service Card.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12443,12443,"Enhancement and Promotion of SuperGold Cards","Enhancement and Promotion of SuperGold Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1296,2021,"Actuals","A","This appropriation is limited to promoting, enhancing and delivering information about the SuperGold and Veteran SuperGold cards, and enlisting businesses to provide discounts to SuperGold cardholders.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",12517,12517,"Independent Monitoring and Assurance of the Oranga Tamariki System","Independent Monitoring and Assurance of the Oranga Tamariki System","Single","Departmental Output Expenses",NA,"Social Security and Welfare",3960,2021,"Actuals","A","This appropriation is limited to independent monitoring of compliance with, and delivery of, the Oranga Tamariki Act and related regulations and standards.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12521,12521,"Establishment of Independent Monitor of the Oranga Tamariki System","Establishment of Independent Monitor of the Oranga Tamariki System","Single","Departmental Output Expenses",NA,"Social Security and Welfare",3523,2021,"Actuals","A","This appropriation is limited to establishing an independent monitor and assurance function to provide oversight of the Oranga Tamariki system.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12784,12784,"Historic Claims Resolution","Historic Claims Resolution","Single","Departmental Output Expenses",NA,"Social Security and Welfare",19129,2021,"Actuals","M","This appropriation is limited to resolving claims of people who report experiencing abuse or neglect prior to 1 April 2017 while in the care, custody, guardianship, or came to the notice, of the state (but are not currently under the sole guardianship of the state), including assisting and responding to reviews and inquiries of the historic child welfare system and the redress and rehabilitation process.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",9762,9762,"Promoting Positive Outcomes for Disabled People","Promoting Positive Outcomes for Disabled People","Single","Departmental Output Expenses",NA,"Social Security and Welfare",7900,2022,"Actuals","A","This appropriation is limited to providing services to promote and monitor the implementation of the New Zealand Disability Strategy, to monitor and implement the United Nations Convention on the Rights of Persons with Disabilities, and to provide information to Ministers and external agencies on disability matters.",23,"Minister for Disability Issues"
"Ministry of Social Development","Social Development",12442,12442,"Administration of Service Cards","Administration of Service Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",6904,2022,"Actuals","A","This appropriation is limited to assessing entitlement for and issuing the Community Services Card, SuperGold Card and Veteran SuperGold Card, and providing information about the Community Service Card.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12443,12443,"Enhancement and Promotion of SuperGold Cards","Enhancement and Promotion of SuperGold Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1534,2022,"Actuals","A","This appropriation is limited to promoting, enhancing and delivering information about the SuperGold and Veteran SuperGold cards, and enlisting businesses to provide discounts to SuperGold cardholders.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",12517,12517,"Independent Monitoring and Assurance of the Oranga Tamariki System","Independent Monitoring and Assurance of the Oranga Tamariki System","Single","Departmental Output Expenses",NA,"Social Security and Welfare",7700,2022,"Actuals","A","This appropriation is limited to independent monitoring of compliance with, and delivery of, the Oranga Tamariki Act and related regulations and standards.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12521,12521,"Establishment of Independent Monitor of the Oranga Tamariki System","Establishment of Independent Monitor of the Oranga Tamariki System","Single","Departmental Output Expenses",NA,"Social Security and Welfare",151,2022,"Actuals","A","This appropriation is limited to establishing an independent monitor and assurance function to provide oversight of the Oranga Tamariki system.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12382,12382,"Services to Support People to Access Accommodation","Services to Support People to Access Accommodation","Single","Departmental Output Expenses",NA,"Housing and Community",63300,2022,"Actuals","A","This appropriation is limited to assessing and reviewing eligibility for housing needs and income related rent, and managing the public housing register, and supporting the holistic needs of people and their families receiving housing-related case management support.",37,"Minister of Housing"
"Ministry of Social Development","Social Development",12784,12784,"Historic Claims Resolution","Historic Claims Resolution","Single","Departmental Output Expenses",NA,"Social Security and Welfare",19950,2022,"Actuals","M","This appropriation is limited to resolving claims of people who report experiencing abuse or neglect prior to 1 April 2017 while in the care, custody, guardianship, or came to the notice, of the state (but are not currently under the sole guardianship of the state), including assisting and responding to reviews and inquiries of the historic child welfare system and the redress and rehabilitation process.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",13154,13154,"Establishing Whaikaha - Ministry of Disabled People","Establishing Whaikaha - Ministry of Disabled People","Single","Departmental Output Expenses",NA,"Social Security and Welfare",3740,2022,"Actuals","A","This appropriation is limited to establishing, and managing the transition to, Whaikaha - Ministry of Disabled People.",23,"Minister for Disability Issues"
"Ministry of Social Development","Social Development",12382,12382,"Services to Support People to Access Accommodation","Services to Support People to Access Accommodation","Single","Departmental Output Expenses",NA,"Housing and Community",75139,2023,"Estimated Actual","A","This appropriation is limited to assessing and reviewing eligibility for housing needs and income related rent, and managing the public housing register, and supporting the holistic needs of people and their families receiving housing-related case management support.",37,"Minister of Housing"
"Ministry of Social Development","Social Development",12442,12442,"Administration of Service Cards","Administration of Service Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",8070,2023,"Estimated Actual","A","This appropriation is limited to assessing entitlement for and issuing the Community Services Card, SuperGold Card and Veteran SuperGold Card, and providing information about the Community Service Card.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12443,12443,"Enhancement and Promotion of SuperGold Cards","Enhancement and Promotion of SuperGold Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1705,2023,"Estimated Actual","A","This appropriation is limited to promoting, enhancing and delivering information about the SuperGold and Veteran SuperGold cards, and enlisting businesses to provide discounts to SuperGold cardholders.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",12517,12517,"Independent Monitoring and Assurance of the Oranga Tamariki System","Independent Monitoring and Assurance of the Oranga Tamariki System","Single","Departmental Output Expenses",NA,"Social Security and Welfare",10213,2023,"Estimated Actual","A","This appropriation is limited to independent monitoring of compliance with, and delivery of, the Oranga Tamariki Act and related regulations and standards.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12784,12784,"Historic Claims Resolution","Historic Claims Resolution","Single","Departmental Output Expenses",NA,"Social Security and Welfare",30319,2023,"Estimated Actual","M","This appropriation is limited to resolving claims of people who report experiencing abuse or neglect prior to 1 April 2017 while in the care, custody, guardianship, or came to the notice, of the state (but are not currently under the sole guardianship of the state), including assisting and responding to reviews and inquiries of the historic child welfare system and the redress and rehabilitation process.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",13103,13103,"Investigating and Responding to Alleged Social Work Offending","Investigating and Responding to Alleged Social Work Offending","Single","Departmental Output Expenses",NA,"Social Security and Welfare",360,2023,"Estimated Actual","A","This appropriation is limited to services to investigate and respond to alleged offending under the Social Workers Registration Act 2003.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",13154,13154,"Establishing Whaikaha - Ministry of Disabled People","Establishing Whaikaha - Ministry of Disabled People","Single","Departmental Output Expenses",NA,"Social Security and Welfare",4113,2023,"Estimated Actual","A","This appropriation is limited to establishing, and managing the transition to, Whaikaha - Ministry of Disabled People.",23,"Minister for Disability Issues"
"Ministry of Social Development","Social Development",12442,12442,"Administration of Service Cards","Administration of Service Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",7635,2024,"Main Estimates","A","This appropriation is limited to assessing entitlement for and issuing the Community Services Card, SuperGold Card and Veteran SuperGold Card, and providing information about the Community Service Card.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",12443,12443,"Enhancement and Promotion of SuperGold Cards","Enhancement and Promotion of SuperGold Cards","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1710,2024,"Main Estimates","A","This appropriation is limited to promoting, enhancing and delivering information about the SuperGold and Veteran SuperGold cards, and enlisting businesses to provide discounts to SuperGold cardholders.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",12382,12382,"Services to Support People to Access Accommodation","Services to Support People to Access Accommodation","Single","Departmental Output Expenses",NA,"Housing and Community",87955,2024,"Main Estimates","A","This appropriation is limited to assessing and reviewing eligibility for housing needs and income related rent, and managing the public housing register, and supporting the holistic needs of people and their families receiving housing-related case management support.",37,"Minister of Housing"
"Ministry of Social Development","Social Development",12784,12784,"Historic Claims Resolution","Historic Claims Resolution","Single","Departmental Output Expenses",NA,"Social Security and Welfare",76400,2024,"Main Estimates","M","This appropriation is limited to resolving claims of people who report experiencing abuse or neglect prior to 1 April 2017 while in the care, custody, guardianship, or came to the notice, of the state (but are not currently under the sole guardianship of the state), including assisting and responding to reviews and inquiries of the historic child welfare system and the redress and rehabilitation process.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",13103,13103,"Investigating and Responding to Alleged Social Work Offending","Investigating and Responding to Alleged Social Work Offending","Single","Departmental Output Expenses",NA,"Social Security and Welfare",100,2024,"Main Estimates","A","This appropriation is limited to services to investigate and respond to alleged offending under the Social Workers Registration Act 2003.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",13154,13154,"Establishing Whaikaha - Ministry of Disabled People","Establishing Whaikaha - Ministry of Disabled People","Single","Departmental Output Expenses",NA,"Social Security and Welfare",544,2024,"Main Estimates","A","This appropriation is limited to establishing, and managing the transition to, Whaikaha - Ministry of Disabled People.",23,"Minister for Disability Issues"
"Ministry of Social Development","Social Development",845,845,"Promoting Positive Outcomes for Seniors","Promoting Positive Outcomes for Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1021,2019,"Actuals","A","This appropriation is limited to providing information and facilitation to protect the rights and interests of older people, to promote local community involvement in senior issues, and ministerial services.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",845,845,"Promoting Positive Outcomes for Seniors","Promoting Positive Outcomes for Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1145,2020,"Actuals","A","This appropriation is limited to providing information and facilitation to protect the rights and interests of older people, to promote local community involvement in senior issues, and ministerial services.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",845,845,"Promoting Positive Outcomes for Seniors","Promoting Positive Outcomes for Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1298,2021,"Actuals","A","This appropriation is limited to providing information and facilitation to protect the rights and interests of older people, to promote local community involvement in senior issues, and ministerial services.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",845,845,"Promoting Positive Outcomes for Seniors","Promoting Positive Outcomes for Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",1822,2022,"Actuals","A","This appropriation is limited to providing information and facilitation to protect the rights and interests of older people, to promote local community involvement in senior issues, and ministerial services.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",845,845,"Promoting Positive Outcomes for Seniors","Promoting Positive Outcomes for Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",2722,2023,"Estimated Actual","A","This appropriation is limited to providing information and facilitation to protect the rights and interests of older people, to promote local community involvement in senior issues, and ministerial services.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",845,845,"Promoting Positive Outcomes for Seniors","Promoting Positive Outcomes for Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",2658,2024,"Main Estimates","A","This appropriation is limited to providing information and facilitation to protect the rights and interests of older people, to promote local community involvement in senior issues, and ministerial services.",61,"Minister for Seniors"
"Ministry of Social Development","Social Development",5379,5379,"Income Support and Assistance to Seniors","Income Support and Assistance to Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",48225,2019,"Actuals","A","This appropriation is limited to processing and administering New Zealand Superannuation payments, social security entitlements and international social security agreements to older persons, providing advice to older persons, and assessing financial entitlement to residential subsidies.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",5379,5379,"Income Support and Assistance to Seniors","Income Support and Assistance to Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",57320,2020,"Actuals","A","This appropriation is limited to processing and administering New Zealand Superannuation payments, social security entitlements and international social security agreements to older persons, providing advice to older persons, and assessing financial entitlement to residential subsidies.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",5379,5379,"Income Support and Assistance to Seniors","Income Support and Assistance to Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",61838,2021,"Actuals","A","This appropriation is limited to processing and administering New Zealand Superannuation payments, social security entitlements and international social security agreements to older persons, providing advice to older persons, and assessing financial entitlement to residential subsidies.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",5379,5379,"Income Support and Assistance to Seniors","Income Support and Assistance to Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",52739,2022,"Actuals","A","This appropriation is limited to processing and administering New Zealand Superannuation payments, social security entitlements and international social security agreements to older persons, providing advice to older persons, and assessing financial entitlement to residential subsidies.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",5379,5379,"Income Support and Assistance to Seniors","Income Support and Assistance to Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",59147,2023,"Estimated Actual","A","This appropriation is limited to processing and administering New Zealand Superannuation payments, social security entitlements and international social security agreements to older persons, providing advice to older persons, and assessing financial entitlement to residential subsidies.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",5379,5379,"Income Support and Assistance to Seniors","Income Support and Assistance to Seniors","Single","Departmental Output Expenses",NA,"Social Security and Welfare",69352,2024,"Main Estimates","A","This appropriation is limited to processing and administering New Zealand Superannuation payments, social security entitlements and international social security agreements to older persons, providing advice to older persons, and assessing financial entitlement to residential subsidies.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10237,10237,"Management of Student Loans","Management of Student Loans","Single","Departmental Output Expenses",NA,"Education",16799,2019,"Actuals","A","This appropriation is limited to assessing, administering, processing and reviewing entitlements for Student Loan payments and providing guidance to students making financial and study decisions.",57,"Minister of Revenue"
"Ministry of Social Development","Social Development",10237,10237,"Management of Student Loans","Management of Student Loans","Single","Departmental Output Expenses",NA,"Education",17966,2020,"Actuals","A","This appropriation is limited to assessing, administering, processing and reviewing entitlements for Student Loan payments and providing guidance to students making financial and study decisions.",57,"Minister of Revenue"
"Ministry of Social Development","Social Development",10237,10237,"Management of Student Loans","Management of Student Loans","Single","Departmental Output Expenses",NA,"Education",22759,2021,"Actuals","A","This appropriation is limited to assessing, administering, processing and reviewing entitlements for Student Loan payments and providing guidance to students making financial and study decisions.",57,"Minister of Revenue"
"Ministry of Social Development","Social Development",10237,10237,"Management of Student Loans","Management of Student Loans","Single","Departmental Output Expenses",NA,"Education",24523,2022,"Actuals","A","This appropriation is limited to assessing, administering, processing and reviewing entitlements for Student Loan payments and providing guidance to students making financial and study decisions.",57,"Minister of Revenue"
"Ministry of Social Development","Social Development",10237,10237,"Management of Student Loans","Management of Student Loans","Single","Departmental Output Expenses",NA,"Education",23817,2023,"Estimated Actual","A","This appropriation is limited to assessing, administering, processing and reviewing entitlements for Student Loan payments and providing guidance to students making financial and study decisions.",57,"Minister of Revenue"
"Ministry of Social Development","Social Development",10237,10237,"Management of Student Loans","Management of Student Loans","Single","Departmental Output Expenses",NA,"Education",23257,2024,"Main Estimates","A","This appropriation is limited to assessing, administering, processing and reviewing entitlements for Student Loan payments and providing guidance to students making financial and study decisions.",57,"Minister of Revenue"
"Ministry of Social Development","Social Development",10238,10238,"Management of Student Support","Management of Student Support","Single","Departmental Output Expenses",NA,"Social Security and Welfare",16564,2019,"Actuals","A","This appropriation is limited to managing non-recoverable financial support to students, involving assessing, administering and processing Student Allowance payments and other income support to eligible secondary and tertiary students.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10238,10238,"Management of Student Support","Management of Student Support","Single","Departmental Output Expenses",NA,"Social Security and Welfare",17974,2020,"Actuals","A","This appropriation is limited to managing non-recoverable financial support to students, involving assessing, administering and processing Student Allowance payments and other income support to eligible secondary and tertiary students.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10238,10238,"Management of Student Support","Management of Student Support","Single","Departmental Output Expenses",NA,"Social Security and Welfare",22769,2021,"Actuals","A","This appropriation is limited to managing non-recoverable financial support to students, involving assessing, administering and processing Student Allowance payments and other income support to eligible secondary and tertiary students.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10238,10238,"Management of Student Support","Management of Student Support","Single","Departmental Output Expenses",NA,"Social Security and Welfare",24532,2022,"Actuals","A","This appropriation is limited to managing non-recoverable financial support to students, involving assessing, administering and processing Student Allowance payments and other income support to eligible secondary and tertiary students.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10238,10238,"Management of Student Support","Management of Student Support","Single","Departmental Output Expenses",NA,"Social Security and Welfare",23841,2023,"Estimated Actual","A","This appropriation is limited to managing non-recoverable financial support to students, involving assessing, administering and processing Student Allowance payments and other income support to eligible secondary and tertiary students.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10238,10238,"Management of Student Support","Management of Student Support","Single","Departmental Output Expenses",NA,"Social Security and Welfare",23380,2024,"Main Estimates","A","This appropriation is limited to managing non-recoverable financial support to students, involving assessing, administering and processing Student Allowance payments and other income support to eligible secondary and tertiary students.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10448,10448,"Planning, Correspondence and Monitoring","Planning, Correspondence and Monitoring","Single","Departmental Output Expenses",NA,"Social Security and Welfare",6010,2019,"Actuals","A","This appropriation is limited to providing planning, reporting and monitoring advice (other than policy decision-making advice) on Crown entities, statutory appointment advice on Crown entities and statutory tribunals, and correspondence services to support Ministers to discharge their portfolio responsibilities.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10448,10448,"Planning, Correspondence and Monitoring","Planning, Correspondence and Monitoring","Single","Departmental Output Expenses",NA,"Social Security and Welfare",6600,2020,"Actuals","A","This appropriation is limited to providing planning, reporting and monitoring advice (other than policy decision-making advice) on Crown entities, statutory appointment advice on Crown entities and statutory tribunals, and correspondence services to support Ministers to discharge their portfolio responsibilities.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10448,10448,"Planning, Correspondence and Monitoring","Planning, Correspondence and Monitoring","Single","Departmental Output Expenses",NA,"Social Security and Welfare",7731,2021,"Actuals","A","This appropriation is limited to providing planning, reporting and monitoring advice (other than policy decision-making advice) on Crown entities, statutory appointment advice on Crown entities and statutory tribunals, and correspondence services to support Ministers to discharge their portfolio responsibilities.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10448,10448,"Planning, Correspondence and Monitoring","Planning, Correspondence and Monitoring","Single","Departmental Output Expenses",NA,"Social Security and Welfare",5269,2022,"Actuals","A","This appropriation is limited to providing planning, reporting and monitoring advice (other than policy decision-making advice) on Crown entities, statutory appointment advice on Crown entities and statutory tribunals, and correspondence services to support Ministers to discharge their portfolio responsibilities.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10448,10448,"Planning, Correspondence and Monitoring","Planning, Correspondence and Monitoring","Single","Departmental Output Expenses",NA,"Social Security and Welfare",5285,2023,"Estimated Actual","A","This appropriation is limited to providing planning, reporting and monitoring advice (other than policy decision-making advice) on Crown entities, statutory appointment advice on Crown entities and statutory tribunals, and correspondence services to support Ministers to discharge their portfolio responsibilities.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",10448,10448,"Planning, Correspondence and Monitoring","Planning, Correspondence and Monitoring","Single","Departmental Output Expenses",NA,"Social Security and Welfare",6268,2024,"Main Estimates","A","This appropriation is limited to providing planning, reporting and monitoring advice (other than policy decision-making advice) on Crown entities, statutory appointment advice on Crown entities and statutory tribunals, and correspondence services to support Ministers to discharge their portfolio responsibilities.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11385,11385,"Processing of Veterans’ Pensions","Processing of Veterans’ Pensions","Single","Departmental Output Expenses",NA,"Social Security and Welfare",619,2019,"Actuals","A","This appropriation is limited to the processing and administrative aspects of payment of Veterans' Pensions and related allowances.",75,"Minister for Veterans"
"Ministry of Social Development","Social Development",11385,11385,"Processing of Veterans’ Pensions","Processing of Veterans’ Pensions","Single","Departmental Output Expenses",NA,"Social Security and Welfare",625,2020,"Actuals","A","This appropriation is limited to the processing and administrative aspects of payment of Veterans' Pensions and related allowances.",75,"Minister for Veterans"
"Ministry of Social Development","Social Development",11385,11385,"Processing of Veterans’ Pensions","Processing of Veterans’ Pensions","Single","Departmental Output Expenses",NA,"Social Security and Welfare",560,2021,"Actuals","A","This appropriation is limited to the processing and administrative aspects of payment of Veterans' Pensions and related allowances.",75,"Minister for Veterans"
"Ministry of Social Development","Social Development",11385,11385,"Processing of Veterans’ Pensions","Processing of Veterans’ Pensions","Single","Departmental Output Expenses",NA,"Social Security and Welfare",687,2022,"Actuals","A","This appropriation is limited to the processing and administrative aspects of payment of Veterans' Pensions and related allowances.",75,"Minister for Veterans"
"Ministry of Social Development","Social Development",11385,11385,"Processing of Veterans’ Pensions","Processing of Veterans’ Pensions","Single","Departmental Output Expenses",NA,"Social Security and Welfare",772,2023,"Estimated Actual","A","This appropriation is limited to the processing and administrative aspects of payment of Veterans' Pensions and related allowances.",75,"Minister for Veterans"
"Ministry of Social Development","Social Development",11385,11385,"Processing of Veterans’ Pensions","Processing of Veterans’ Pensions","Single","Departmental Output Expenses",NA,"Social Security and Welfare",744,2024,"Main Estimates","A","This appropriation is limited to the processing and administrative aspects of payment of Veterans' Pensions and related allowances.",75,"Minister for Veterans"
"Ministry of Social Development","Social Development",11631,11631,"Data, Analytics and Evidence Services","Data, Analytics and Evidence Services","Single","Departmental Output Expenses",NA,"Social Security and Welfare",16049,2019,"Actuals","A","This appropriation is limited to providing data, analytics and evidence services to better inform government decision-making.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11631,11631,"Data, Analytics and Evidence Services","Data, Analytics and Evidence Services","Single","Departmental Output Expenses",NA,"Social Security and Welfare",29388,2020,"Actuals","A","This appropriation is limited to providing data, analytics and evidence services to better inform government decision-making.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11631,11631,"Data, Analytics and Evidence Services","Data, Analytics and Evidence Services","Single","Departmental Output Expenses",NA,"Social Security and Welfare",32780,2021,"Actuals","A","This appropriation is limited to providing data, analytics and evidence services to better inform government decision-making.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11631,11631,"Data, Analytics and Evidence Services","Data, Analytics and Evidence Services","Single","Departmental Output Expenses",NA,"Social Security and Welfare",37917,2022,"Actuals","A","This appropriation is limited to providing data, analytics and evidence services to better inform government decision-making.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11631,11631,"Data, Analytics and Evidence Services","Data, Analytics and Evidence Services","Single","Departmental Output Expenses",NA,"Social Security and Welfare",40010,2023,"Estimated Actual","A","This appropriation is limited to providing data, analytics and evidence services to better inform government decision-making.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11631,11631,"Data, Analytics and Evidence Services","Data, Analytics and Evidence Services","Single","Departmental Output Expenses",NA,"Social Security and Welfare",44650,2024,"Main Estimates","A","This appropriation is limited to providing data, analytics and evidence services to better inform government decision-making.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11632,11632,"Policy Advice","Policy Advice","Single","Departmental Output Expenses",NA,"Social Security and Welfare",15051,2019,"Actuals","A","This appropriation is limited to providing advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government social policy and related matters, including social sector issues.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11632,11632,"Policy Advice","Policy Advice","Single","Departmental Output Expenses",NA,"Social Security and Welfare",15207,2020,"Actuals","A","This appropriation is limited to providing advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government social policy and related matters, including social sector issues.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11632,11632,"Policy Advice","Policy Advice","Single","Departmental Output Expenses",NA,"Social Security and Welfare",18055,2021,"Actuals","A","This appropriation is limited to providing advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government social policy and related matters, including social sector issues.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11632,11632,"Policy Advice","Policy Advice","Single","Departmental Output Expenses",NA,"Social Security and Welfare",22039,2022,"Actuals","A","This appropriation is limited to providing advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government social policy and related matters, including social sector issues.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11632,11632,"Policy Advice","Policy Advice","Single","Departmental Output Expenses",NA,"Social Security and Welfare",22591,2023,"Estimated Actual","A","This appropriation is limited to providing advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government social policy and related matters, including social sector issues.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11632,11632,"Policy Advice","Policy Advice","Single","Departmental Output Expenses",NA,"Social Security and Welfare",22259,2024,"Main Estimates","A","This appropriation is limited to providing advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government social policy and related matters, including social sector issues.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11664,11664,"Investigation of Overpayments and Fraudulent Payments and Collection of Overpayments","Investigation of Overpayments and Fraudulent Payments and Collection of Overpayments","Single","Departmental Output Expenses",NA,"Social Security and Welfare",47850,2019,"Actuals","A","This appropriation is limited to services to minimise errors, fraud and abuse of the benefit system and Income Related Rent, and services to manage the collection of overpayments, recoverable assistance loans and other balances owed by former clients.",63,"Minister for Social Development and Employment"
"Ministry of Social Development","Social Development",11664,11664,"Investigation of Overpayments and Fraudulent Payments and Collection of Overpayments","Investigation of Overpayments and Fraudulent Payments and Collection of Overpayments","Single","Departmental Output Expenses",NA,"Social Security and Welfare",51183,2020,"Actuals","A","This appropriation is limited to services to minimise errors, fraud and abuse of the benefit system and Income Related Rent, and services to manage the collection of overpayments, recoverable assistance loans and other balances owed by former clients.",63,"Minister for Social Development and Employment"
