"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","IsMCA","Appropriation Type","Restriction Type","Functional Classification","Amount ($000)","Year","Amount Type","Periodicity","Current Scope"
"Ministry of Business, Innovation and Employment","Housing",9217,9217,"Department of Building and Housing - Capital Expenditure","Department of Building and Housing - Capital Expenditure","Single","No","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",429,2012,"Actuals","A","This appropriation is limited to the purchase or development of assets by and for the use of the Department of Building and Housing, as authorised by section 24(1) of the Public Finance Act 1989."
"Ministry of Business, Innovation and Employment","Housing",11274,11113,"Policy Advice and Related Outputs","Housing Policy Advice","MCA","Yes","Departmental Output Expenses",NA,"Housing and Community",6914,2015,"Main Estimates","A","This category is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision making by Ministers on government policy matters relating to Housing."
"Ministry of Business, Innovation and Employment","Housing",11276,11113,"Policy Advice and Related Outputs","Building and Construction Ministerial Servicing","MCA","Yes","Departmental Output Expenses",NA,"Housing and Community",282,2015,"Main Estimates","A","This category is limited to the provision of support, information and services to the Minister for Building and Construction to enable the Minister to discharge their portfolio responsibilities (other than policy decision making)."
"Ministry of Business, Innovation and Employment","Housing",11275,11113,"Policy Advice and Related Outputs","Building and Construction Policy","MCA","Yes","Departmental Output Expenses",NA,"Housing and Community",2540,2015,"Main Estimates","A","This category is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision making by Ministers on government policy matters relating to Building and Construction."
"Ministry of Business, Innovation and Employment","Labour",560,560,"International Services","International Services","Single","No","Departmental Output Expenses",NA,"Other Economic",759,2010,"Actuals","A","Manage New Zealand's labour related international obligations and interests through the International Labour Organisation (ILO), and the Government's trade agenda as it relates to the Labour portfolio.  Provide advice and support to Ministers on international labour related issues."
"Ministry of Business, Innovation and Employment","Labour",560,560,"International Services","International Services","Single","No","Departmental Output Expenses",NA,"Other Economic",918,2011,"Actuals","A","Manage New Zealand's labour related international obligations and interests through the International Labour Organisation (ILO), and the Government's trade agenda as it relates to the Labour portfolio.  Provide advice and support to Ministers on international labour related issues."
"Ministry of Business, Innovation and Employment","Labour",560,560,"International Services","International Services","Single","No","Departmental Output Expenses",NA,"Other Economic",814,2012,"Actuals","A","Manage New Zealand's labour related international obligations and interests through the International Labour Organisation (ILO), and the Government's trade agenda as it relates to the Labour portfolio.  Provide advice and support to Ministers on international labour related issues."
"Ministry of Business, Innovation and Employment","Labour",1503,1503,"Health and Safety Services","Health and Safety Services","Single","No","Departmental Output Expenses",NA,"Health",35904,2010,"Actuals","A","This appropriation is limited to the provision of information, education and support for workplaces regarding effective workplace health and safety practice, and enforcement action to promote compliance with the Health and Safety in Employment Act 1992 and related regulations."
"Ministry of Business, Innovation and Employment","Labour",1503,1503,"Health and Safety Services","Health and Safety Services","Single","No","Departmental Output Expenses",NA,"Health",38873,2011,"Actuals","A","This appropriation is limited to the provision of information, education and support for workplaces regarding effective workplace health and safety practice, and enforcement action to promote compliance with the Health and Safety in Employment Act 1992 and related regulations."
"Ministry of Business, Innovation and Employment","Labour",1503,1503,"Health and Safety Services","Health and Safety Services","Single","No","Departmental Output Expenses",NA,"Health",41326,2012,"Actuals","A","This appropriation is limited to the provision of information, education and support for workplaces regarding effective workplace health and safety practice, and enforcement action to promote compliance with the Health and Safety in Employment Act 1992 and related regulations."
"Ministry of Business, Innovation and Employment","Labour",1503,1503,"Health and Safety Services","Health and Safety Services","Single","No","Departmental Output Expenses",NA,"Health",50048,2013,"Actuals","A","This appropriation is limited to the provision of information, education and support for workplaces regarding effective workplace health and safety practice, and enforcement action to promote compliance with the Health and Safety in Employment Act 1992 and related regulations."
"Ministry of Business, Innovation and Employment","Labour",1503,1503,"Health and Safety Services","Health and Safety Services","Single","No","Departmental Output Expenses",NA,"Health",38568,2014,"Estimated Actual","A","This appropriation is limited to the provision of information, education and support for workplaces regarding effective workplace health and safety practice, and enforcement action to promote compliance with the Health and Safety in Employment Act 1992 and related regulations."
"Ministry of Business, Innovation and Employment","Labour",1504,1504,"Hazardous Substances and Amusement Devices Services","Hazardous Substances and Amusement Devices Services","Single","No","Departmental Output Expenses",NA,"Other Economic",5114,2010,"Actuals","A","This appropriation is limited to the provision of information, education and enforcement services relating to the safe management of hazardous substances in the workplace, and the registration and inspection of amusement devices."
"Ministry of Business, Innovation and Employment","Labour",1504,1504,"Hazardous Substances and Amusement Devices Services","Hazardous Substances and Amusement Devices Services","Single","No","Departmental Output Expenses",NA,"Other Economic",5082,2011,"Actuals","A","This appropriation is limited to the provision of information, education and enforcement services relating to the safe management of hazardous substances in the workplace, and the registration and inspection of amusement devices."
"Ministry of Business, Innovation and Employment","Labour",1504,1504,"Hazardous Substances and Amusement Devices Services","Hazardous Substances and Amusement Devices Services","Single","No","Departmental Output Expenses",NA,"Other Economic",3817,2012,"Actuals","A","This appropriation is limited to the provision of information, education and enforcement services relating to the safe management of hazardous substances in the workplace, and the registration and inspection of amusement devices."
"Ministry of Business, Innovation and Employment","Labour",1504,1504,"Hazardous Substances and Amusement Devices Services","Hazardous Substances and Amusement Devices Services","Single","No","Departmental Output Expenses",NA,"Other Economic",3478,2013,"Actuals","A","This appropriation is limited to the provision of information, education and enforcement services relating to the safe management of hazardous substances in the workplace, and the registration and inspection of amusement devices."
"Ministry of Business, Innovation and Employment","Labour",3912,3912,"Policy Advice - Labour","Policy Advice - Labour","Single","No","Departmental Output Expenses",NA,"Other Economic",8983,2010,"Actuals","A","Provides policy advice and facilitation of policy implementation through developing and delivering tools and resources, research and evaluation about the labour market and workplace practices and includes ministerial servicing and administrative and advisory support for bodies including the Workplace Health and Safety Council and the National Advisory Council on the Employment of Women."
"Ministry of Business, Innovation and Employment","Labour",3912,3912,"Policy Advice - Labour","Policy Advice - Labour","Single","No","Departmental Output Expenses",NA,"Other Economic",7965,2011,"Actuals","A","Provides policy advice and facilitation of policy implementation through developing and delivering tools and resources, research and evaluation about the labour market and workplace practices and includes ministerial servicing and administrative and advisory support for bodies including the Workplace Health and Safety Council and the National Advisory Council on the Employment of Women."
"Ministry of Business, Innovation and Employment","Labour",3912,3912,"Policy Advice - Labour","Policy Advice - Labour","Single","No","Departmental Output Expenses",NA,"Other Economic",8526,2012,"Actuals","A","Provides policy advice and facilitation of policy implementation through developing and delivering tools and resources, research and evaluation about the labour market and workplace practices and includes ministerial servicing and administrative and advisory support for bodies including the Workplace Health and Safety Council and the National Advisory Council on the Employment of Women."
"Ministry of Business, Innovation and Employment","Labour",8555,8555,"Employment Relations Services","Employment Relations Services","Single","No","Departmental Output Expenses",NA,"Other Economic",24026,2010,"Actuals","A","This appropriation is limited to the provision of information, guidance, investigation, mediation and decision-making regarding employment rights and upholding regulatory standards including support services provided to employment relations institutions."
"Ministry of Business, Innovation and Employment","Labour",8555,8555,"Employment Relations Services","Employment Relations Services","Single","No","Departmental Output Expenses",NA,"Other Economic",24678,2011,"Actuals","A","This appropriation is limited to the provision of information, guidance, investigation, mediation and decision-making regarding employment rights and upholding regulatory standards including support services provided to employment relations institutions."
"Ministry of Business, Innovation and Employment","Labour",8555,8555,"Employment Relations Services","Employment Relations Services","Single","No","Departmental Output Expenses",NA,"Other Economic",22749,2012,"Actuals","A","This appropriation is limited to the provision of information, guidance, investigation, mediation and decision-making regarding employment rights and upholding regulatory standards including support services provided to employment relations institutions."
"Ministry of Business, Innovation and Employment","Labour",8555,8555,"Employment Relations Services","Employment Relations Services","Single","No","Departmental Output Expenses",NA,"Other Economic",24412,2013,"Actuals","A","This appropriation is limited to the provision of information, guidance, investigation, mediation and decision-making regarding employment rights and upholding regulatory standards including support services provided to employment relations institutions."
"Ministry of Business, Innovation and Employment","Labour",8555,8555,"Employment Relations Services","Employment Relations Services","Single","No","Departmental Output Expenses",NA,"Other Economic",30550,2014,"Estimated Actual","A","This appropriation is limited to the provision of information, guidance, investigation, mediation and decision-making regarding employment rights and upholding regulatory standards including support services provided to employment relations institutions."
"Ministry of Business, Innovation and Employment","Labour",8555,8555,"Employment Relations Services","Employment Relations Services","Single","No","Departmental Output Expenses",NA,"Other Economic",26174,2015,"Main Estimates","A","This appropriation is limited to the provision of information, guidance, investigation, mediation and decision-making regarding employment rights and upholding regulatory standards including support services provided to employment relations institutions."
"Ministry of Business, Innovation and Employment","Labour",10425,10423,"Policy Advice and Related Outputs","Ministerial Services","MCOA","No","Departmental Output Expenses",NA,"Other Economic",1830,2013,"Actuals","A","This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision-making) responsibilities."
"Ministry of Business, Innovation and Employment","Labour",10424,10423,"Policy Advice and Related Outputs","Policy Advice - Labour","MCOA","No","Departmental Output Expenses",NA,"Other Economic",7166,2013,"Actuals","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to employment relations, health and safety (including Hazardous Substances and New Organisms) and international labour commitments."
"Ministry of Business, Innovation and Employment","Labour",10425,10423,"Policy Advice and Related Outputs","Ministerial Services","MCOA","No","Departmental Output Expenses",NA,"Other Economic",1169,2014,"Estimated Actual","A","This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision-making) responsibilities."
"Ministry of Business, Innovation and Employment","Labour",10424,10423,"Policy Advice and Related Outputs","Policy Advice - Labour","MCOA","No","Departmental Output Expenses",NA,"Other Economic",6528,2014,"Estimated Actual","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to employment relations, health and safety (including Hazardous Substances and New Organisms) and international labour commitments."
"Ministry of Business, Innovation and Employment","Labour",11379,11379,"Shared Services Support","Shared Services Support","Single","No","Departmental Output Expenses",NA,"Core Government Services",11505,2015,"Main Estimates","A","This appropriation is limited to the provision of support services to other agencies."
"Ministry of Business, Innovation and Employment","Labour",8059,8059,"Recovery from February 2011 Christchurch Earthquake","Recovery from February 2011 Christchurch Earthquake","Single","No","Departmental Other Expenses",NA,"Core Government Services",1105,2011,"Actuals","A","This appropriation is limited to writing off, or making good damage to, departmental assets and re-establishing departmental operations in Christchurch following the 22 February 2011 earthquake."
"Ministry of Business, Innovation and Employment","Labour",568,568,"Health and Safety in Employment Levy - Collection Services","Health and Safety in Employment Levy - Collection Services","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",869,2010,"Actuals","A","This appropriation is limited to the provision of collection services from the Accident Compensation Corporation (ACC), to collect the HSE Levy on behalf of the Crown."
"Ministry of Business, Innovation and Employment","Labour",568,568,"Health and Safety in Employment Levy - Collection Services","Health and Safety in Employment Levy - Collection Services","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",869,2011,"Actuals","A","This appropriation is limited to the provision of collection services from the Accident Compensation Corporation (ACC), to collect the HSE Levy on behalf of the Crown."
"Ministry of Business, Innovation and Employment","Labour",568,568,"Health and Safety in Employment Levy - Collection Services","Health and Safety in Employment Levy - Collection Services","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",869,2012,"Actuals","A","This appropriation is limited to the provision of collection services from the Accident Compensation Corporation (ACC), to collect the HSE Levy on behalf of the Crown."
"Ministry of Business, Innovation and Employment","Labour",568,568,"Health and Safety in Employment Levy - Collection Services","Health and Safety in Employment Levy - Collection Services","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",869,2013,"Actuals","A","This appropriation is limited to the provision of collection services from the Accident Compensation Corporation (ACC), to collect the HSE Levy on behalf of the Crown."
"Ministry of Business, Innovation and Employment","Labour",568,568,"Health and Safety in Employment Levy - Collection Services","Health and Safety in Employment Levy - Collection Services","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",869,2014,"Estimated Actual","A","This appropriation is limited to the provision of collection services from the Accident Compensation Corporation (ACC), to collect the HSE Levy on behalf of the Crown."
"Ministry of Business, Innovation and Employment","Labour",568,568,"Health and Safety in Employment Levy - Collection Services","Health and Safety in Employment Levy - Collection Services","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",869,2015,"Main Estimates","A","This appropriation is limited to the provision of collection services from the Accident Compensation Corporation (ACC), to collect the HSE Levy on behalf of the Crown."
"Ministry of Business, Innovation and Employment","Labour",6113,6113,"Employment Relations Education Contestable Fund","Employment Relations Education Contestable Fund","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",2025,2010,"Actuals","A","Grant funding for programmes that promote improved employment relationships and good faith behaviour, and good health and safety practices amongst employers, unions and employees."
"Ministry of Business, Innovation and Employment","Labour",6113,6113,"Employment Relations Education Contestable Fund","Employment Relations Education Contestable Fund","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",300,2012,"Actuals","A","Grant funding for programmes that promote improved employment relationships and good faith behaviour, and good health and safety practices amongst employers, unions and employees."
"Ministry of Business, Innovation and Employment","Labour",6113,6113,"Employment Relations Education Contestable Fund","Employment Relations Education Contestable Fund","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",597,2013,"Actuals","A","Grant funding for programmes that promote improved employment relationships and good faith behaviour, and good health and safety practices amongst employers, unions and employees."
"Ministry of Business, Innovation and Employment","Labour",6113,6113,"Employment Relations Education Contestable Fund","Employment Relations Education Contestable Fund","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",1470,2014,"Estimated Actual","A","Grant funding for programmes that promote improved employment relationships and good faith behaviour, and good health and safety practices amongst employers, unions and employees."
"Ministry of Business, Innovation and Employment","Labour",6113,6113,"Employment Relations Education Contestable Fund","Employment Relations Education Contestable Fund","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",500,2015,"Main Estimates","A","Grant funding for programmes that promote improved employment relationships and good faith behaviour, and good health and safety practices amongst employers, unions and employees."
"Ministry of Business, Innovation and Employment","Labour",10984,10984,"Workplace Health and Safety","Workplace Health and Safety","Single","No","Non-Departmental Output Expenses",NA,"Health",44112,2014,"Estimated Actual","A","This appropriation is limited to the provision of information, education, leadership, standards, support, and enforcement services relating to the health and safety of workplaces, the safe management of hazardous substances in workplaces, the safety of gas and electricity systems, and the inspection of amusement devices."
"Ministry of Business, Innovation and Employment","Labour",10984,10984,"Workplace Health and Safety","Workplace Health and Safety","Single","No","Non-Departmental Output Expenses",NA,"Health",85591,2015,"Main Estimates","A","This appropriation is limited to the provision of information, education, leadership, standards, support, and enforcement services relating to the health and safety of workplaces, the safe management of hazardous substances in workplaces, the safety of gas and electricity systems, and the inspection of amusement devices."
"Ministry of Business, Innovation and Employment","Labour",571,571,"International Labour Organisation","International Labour Organisation","Single","No","Non-Departmental Other Expenses",NA,"Core Government Services",1512,2010,"Actuals","A","New Zealand's annual subscription to the ILO."
"Ministry of Business, Innovation and Employment","Labour",571,571,"International Labour Organisation","International Labour Organisation","Single","No","Non-Departmental Other Expenses",NA,"Core Government Services",1381,2011,"Actuals","A","New Zealand's annual subscription to the ILO."
"Ministry of Business, Innovation and Employment","Labour",571,571,"International Labour Organisation","International Labour Organisation","Single","No","Non-Departmental Other Expenses",NA,"Core Government Services",1420,2012,"Actuals","A","New Zealand's annual subscription to the ILO."
"Ministry of Business, Innovation and Employment","Labour",571,571,"International Labour Organisation","International Labour Organisation","Single","No","Non-Departmental Other Expenses",NA,"Core Government Services",1396,2013,"Actuals","A","New Zealand's annual subscription to the ILO."
"Ministry of Business, Innovation and Employment","Labour",571,571,"International Labour Organisation","International Labour Organisation","Single","No","Non-Departmental Other Expenses",NA,"Core Government Services",1269,2014,"Estimated Actual","A","New Zealand's annual subscription to the ILO."
"Ministry of Business, Innovation and Employment","Labour",571,571,"International Labour Organisation","International Labour Organisation","Single","No","Non-Departmental Other Expenses",NA,"Core Government Services",1400,2015,"Main Estimates","A","New Zealand's annual subscription to the ILO."
"Ministry of Business, Innovation and Employment","Labour",572,572,"Joint Equal Employment Opportunities Trust","Joint Equal Employment Opportunities Trust","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",943,2010,"Actuals","A","Funding to promote EEO as a good management practice, delivered in partnership with the private sector."
"Ministry of Business, Innovation and Employment","Labour",572,572,"Joint Equal Employment Opportunities Trust","Joint Equal Employment Opportunities Trust","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",943,2011,"Actuals","A","Funding to promote EEO as a good management practice, delivered in partnership with the private sector."
"Ministry of Business, Innovation and Employment","Labour",572,572,"Joint Equal Employment Opportunities Trust","Joint Equal Employment Opportunities Trust","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",396,2012,"Actuals","A","Funding to promote EEO as a good management practice, delivered in partnership with the private sector."
"Ministry of Business, Innovation and Employment","Labour",572,572,"Joint Equal Employment Opportunities Trust","Joint Equal Employment Opportunities Trust","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",560,2013,"Actuals","A","Funding to promote EEO as a good management practice, delivered in partnership with the private sector."
"Ministry of Business, Innovation and Employment","Labour",572,572,"Joint Equal Employment Opportunities Trust","Joint Equal Employment Opportunities Trust","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",450,2014,"Estimated Actual","A","Funding to promote EEO as a good management practice, delivered in partnership with the private sector."
"Ministry of Business, Innovation and Employment","Labour",572,572,"Joint Equal Employment Opportunities Trust","Joint Equal Employment Opportunities Trust","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",450,2015,"Main Estimates","A","Funding to promote EEO as a good management practice, delivered in partnership with the private sector."
"Ministry of Business, Innovation and Employment","Labour",573,573,"New Zealand Industrial Relations Foundation","New Zealand Industrial Relations Foundation","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2010,"Actuals","A","Funding for education to promote better industrial relations."
"Ministry of Business, Innovation and Employment","Labour",573,573,"New Zealand Industrial Relations Foundation","New Zealand Industrial Relations Foundation","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2011,"Actuals","A","Funding for education to promote better industrial relations."
"Ministry of Business, Innovation and Employment","Labour",573,573,"New Zealand Industrial Relations Foundation","New Zealand Industrial Relations Foundation","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2012,"Actuals","A","Funding for education to promote better industrial relations."
"Ministry of Business, Innovation and Employment","Labour",573,573,"New Zealand Industrial Relations Foundation","New Zealand Industrial Relations Foundation","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2013,"Actuals","A","Funding for education to promote better industrial relations."
"Ministry of Business, Innovation and Employment","Labour",573,573,"New Zealand Industrial Relations Foundation","New Zealand Industrial Relations Foundation","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2014,"Estimated Actual","A","Funding for education to promote better industrial relations."
"Ministry of Business, Innovation and Employment","Labour",573,573,"New Zealand Industrial Relations Foundation","New Zealand Industrial Relations Foundation","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2015,"Main Estimates","A","Funding for education to promote better industrial relations."
"Ministry of Business, Innovation and Employment","Labour",7547,7547,"Employment Relations Authority Members' Salaries and Allowances","Employment Relations Authority Members' Salaries and Allowances","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Other Economic",2938,2010,"Actuals","A","As set by the Remuneration Authority in order to administer and enforce employment-related legislation (section 171 of the Employment Relations Act 2000)."
"Ministry of Business, Innovation and Employment","Labour",7547,7547,"Employment Relations Authority Members' Salaries and Allowances","Employment Relations Authority Members' Salaries and Allowances","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Other Economic",3055,2011,"Actuals","A","As set by the Remuneration Authority in order to administer and enforce employment-related legislation (section 171 of the Employment Relations Act 2000)."
"Ministry of Business, Innovation and Employment","Labour",7547,7547,"Employment Relations Authority Members' Salaries and Allowances","Employment Relations Authority Members' Salaries and Allowances","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Other Economic",2969,2012,"Actuals","A","As set by the Remuneration Authority in order to administer and enforce employment-related legislation (section 171 of the Employment Relations Act 2000)."
"Ministry of Business, Innovation and Employment","Labour",7547,7547,"Employment Relations Authority Members' Salaries and Allowances","Employment Relations Authority Members' Salaries and Allowances","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Other Economic",3038,2013,"Actuals","A","As set by the Remuneration Authority in order to administer and enforce employment-related legislation (section 171 of the Employment Relations Act 2000)."
"Ministry of Business, Innovation and Employment","Labour",7547,7547,"Employment Relations Authority Members' Salaries and Allowances","Employment Relations Authority Members' Salaries and Allowances","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Other Economic",3980,2014,"Estimated Actual","A","As set by the Remuneration Authority in order to administer and enforce employment-related legislation (section 171 of the Employment Relations Act 2000)."
"Ministry of Business, Innovation and Employment","Labour",7547,7547,"Employment Relations Authority Members' Salaries and Allowances","Employment Relations Authority Members' Salaries and Allowances","Single","No","Non-Departmental Other Expenses","Permanent Legislative Authority","Other Economic",3980,2015,"Main Estimates","A","As set by the Remuneration Authority in order to administer and enforce employment-related legislation (section 171 of the Employment Relations Act 2000)."
"Ministry of Business, Innovation and Employment","Labour",8845,8845,"Bad Debt Expense","Bad Debt Expense","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",2,2010,"Actuals","A","To cover the expected cost of writing off hearing fees for hearings of longer than a day in length at the Employment Court (hearings pre 1 December 2004) and the Employment Relations Authority where the applicant is granted hardship or where debt recovery is unsuccessful after three months."
"Ministry of Business, Innovation and Employment","Labour",8845,8845,"Bad Debt Expense","Bad Debt Expense","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2014,"Estimated Actual","A","To cover the expected cost of writing off hearing fees for hearings of longer than a day in length at the Employment Court (hearings pre 1 December 2004) and the Employment Relations Authority where the applicant is granted hardship or where debt recovery is unsuccessful after three months."
"Ministry of Business, Innovation and Employment","Labour",8845,8845,"Bad Debt Expense","Bad Debt Expense","Single","No","Non-Departmental Other Expenses",NA,"Other Economic",15,2015,"Main Estimates","A","To cover the expected cost of writing off hearing fees for hearings of longer than a day in length at the Employment Court (hearings pre 1 December 2004) and the Employment Relations Authority where the applicant is granted hardship or where debt recovery is unsuccessful after three months."
"Ministry of Business, Innovation and Employment","Labour",9221,9221,"Department of Labour - Capital Expenditure","Department of Labour - Capital Expenditure","Single","No","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",19975,2010,"Actuals","A","This appropriation is limited to the purchase or development of assets by and for the use of the Department of Labour, as authorised by section 24(1) of the Public Finance Act 1989."
"Ministry of Business, Innovation and Employment","Labour",9221,9221,"Department of Labour - Capital Expenditure","Department of Labour - Capital Expenditure","Single","No","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",23927,2011,"Actuals","A","This appropriation is limited to the purchase or development of assets by and for the use of the Department of Labour, as authorised by section 24(1) of the Public Finance Act 1989."
"Ministry of Business, Innovation and Employment","Labour",9221,9221,"Department of Labour - Capital Expenditure","Department of Labour - Capital Expenditure","Single","No","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",15516,2012,"Actuals","A","This appropriation is limited to the purchase or development of assets by and for the use of the Department of Labour, as authorised by section 24(1) of the Public Finance Act 1989."
"Ministry of Business, Innovation and Employment","Labour",11203,11092,"Policy Advice and Related Outputs","Policy Advice - Labour","MCA","Yes","Departmental Output Expenses",NA,"Other Economic",6251,2015,"Main Estimates","A","This category is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to employment relations, health and safety (including Hazardous Substances and New Organisms) and international labour commitments."
"Ministry of Business, Innovation and Employment","Labour",11204,11092,"Policy Advice and Related Outputs","Ministerial Services","MCA","Yes","Departmental Output Expenses",NA,"Other Economic",2035,2015,"Main Estimates","A","This category is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision-making) responsibilities."
"Ministry of Business, Innovation and Employment","ACC",578,578,"Policy and Monitoring","Policy and Monitoring","Single","No","Departmental Output Expenses",NA,"Social Security and Welfare",3313,2010,"Actuals","A","To provide policy advice, analysis, evaluation, research, monitoring, purchase advice, legislation and regulatory support, and ministerial servicing on the ACC scheme and the performance of the Accident Compensation Corporation (ACC)."
"Ministry of Business, Innovation and Employment","ACC",578,578,"Policy and Monitoring","Policy and Monitoring","Single","No","Departmental Output Expenses",NA,"Social Security and Welfare",4206,2011,"Actuals","A","To provide policy advice, analysis, evaluation, research, monitoring, purchase advice, legislation and regulatory support, and ministerial servicing on the ACC scheme and the performance of the Accident Compensation Corporation (ACC)."
"Ministry of Business, Innovation and Employment","ACC",578,578,"Policy and Monitoring","Policy and Monitoring","Single","No","Departmental Output Expenses",NA,"Social Security and Welfare",4615,2012,"Actuals","A","To provide policy advice, analysis, evaluation, research, monitoring, purchase advice, legislation and regulatory support, and ministerial servicing on the ACC scheme and the performance of the Accident Compensation Corporation (ACC)."
"Ministry of Business, Innovation and Employment","ACC",5533,5533,"Regulatory Services","Regulatory Services","Single","No","Departmental Output Expenses",NA,"Other Economic",141,2010,"Actuals","A","This appropriation is limited to the management of the residual long-term responsibility related to the Crown's ongoing risks resulting from the introduction of the competitive accident insurance market during 1999/2000."
"Ministry of Business, Innovation and Employment","ACC",5533,5533,"Regulatory Services","Regulatory Services","Single","No","Departmental Output Expenses",NA,"Other Economic",161,2011,"Actuals","A","This appropriation is limited to the management of the residual long-term responsibility related to the Crown's ongoing risks resulting from the introduction of the competitive accident insurance market during 1999/2000."
"Ministry of Business, Innovation and Employment","ACC",5533,5533,"Regulatory Services","Regulatory Services","Single","No","Departmental Output Expenses",NA,"Other Economic",159,2012,"Actuals","A","This appropriation is limited to the management of the residual long-term responsibility related to the Crown's ongoing risks resulting from the introduction of the competitive accident insurance market during 1999/2000."
"Ministry of Business, Innovation and Employment","ACC",5533,5533,"Regulatory Services","Regulatory Services","Single","No","Departmental Output Expenses",NA,"Other Economic",109,2013,"Actuals","A","This appropriation is limited to the management of the residual long-term responsibility related to the Crown's ongoing risks resulting from the introduction of the competitive accident insurance market during 1999/2000."
"Ministry of Business, Innovation and Employment","ACC",5533,5533,"Regulatory Services","Regulatory Services","Single","No","Departmental Output Expenses",NA,"Other Economic",116,2014,"Estimated Actual","A","This appropriation is limited to the management of the residual long-term responsibility related to the Crown's ongoing risks resulting from the introduction of the competitive accident insurance market during 1999/2000."
"Ministry of Business, Innovation and Employment","ACC",5533,5533,"Regulatory Services","Regulatory Services","Single","No","Departmental Output Expenses",NA,"Other Economic",119,2015,"Main Estimates","A","This appropriation is limited to the management of the residual long-term responsibility related to the Crown's ongoing risks resulting from the introduction of the competitive accident insurance market during 1999/2000."
"Ministry of Business, Innovation and Employment","ACC",10427,10426,"Policy Advice and Related Outputs","Policy Advice - ACC","MCOA","No","Departmental Output Expenses",NA,"Social Security and Welfare",2370,2013,"Actuals","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to the accident compensation system."
"Ministry of Business, Innovation and Employment","ACC",10428,10426,"Policy Advice and Related Outputs","Crown Entity Monitoring","MCOA","No","Departmental Output Expenses",NA,"Social Security and Welfare",370,2013,"Actuals","A","This output class is limited to the purchase, appointment and monitoring advice on the Accident Compensation Corporation (ACC) and other accident compensation statutory bodies."
"Ministry of Business, Innovation and Employment","ACC",10429,10426,"Policy Advice and Related Outputs","Ministerial Services","MCOA","No","Departmental Output Expenses",NA,"Social Security and Welfare",576,2013,"Actuals","A","This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision-making) responsibilities."
"Ministry of Business, Innovation and Employment","ACC",10427,10426,"Policy Advice and Related Outputs","Policy Advice - ACC","MCOA","No","Departmental Output Expenses",NA,"Social Security and Welfare",2403,2014,"Estimated Actual","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to the accident compensation system."
