"Department","Vote","App id","MCOA id","Description","Appropriation Type","Output Expense Type","Functional Classification","Amount ($000)","Year","Amount_Type_Desc","Periodicity"
"Ministry of Justice","Justice",9471,9471,"Public Defence Service","Non-Departmental Output Expenses",NA,"Law & Order",2165,2009,"Actuals","A"
"Ministry of Justice","Justice",9471,9471,"Public Defence Service","Non-Departmental Output Expenses",NA,"Law & Order",7400,2010,"Actuals","A"
"Ministry of Justice","Justice",9471,9471,"Public Defence Service","Non-Departmental Output Expenses",NA,"Law & Order",9890,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9486,9486,"Real Estate Agents Authority","Non-Departmental Output Expenses",NA,"Law & Order",596,2009,"Actuals","A"
"Ministry of Justice","Justice",9486,9486,"Real Estate Agents Authority","Non-Departmental Output Expenses",NA,"Law & Order",3483,2010,"Actuals","A"
"Ministry of Justice","Justice",10073,10073,"Provision of Services from the Electoral Commission","Non-Departmental Output Expenses",NA,"Core Government Services",14008,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",10073,10073,"Provision of Services from the Electoral Commission","Non-Departmental Output Expenses",NA,"Core Government Services",35860,2012,"Main Estimates","A"
"Ministry of Justice","Justice",10204,10204,"Community Law Centres","Non-Departmental Output Expenses",NA,"Law & Order",10090,2012,"Main Estimates","A"
"Ministry of Justice","Justice",7409,7409,"Compensation for Wrongly Convicted Individuals","Non-Departmental Other Expenses",NA,"Law & Order",720,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",8743,8743,"Contribution to Foreshore and Seabed Negotiation Costs","Non-Departmental Other Expenses",NA,"Law & Order",365,2007,"Actuals","A"
"Ministry of Justice","Justice",8743,8743,"Contribution to Foreshore and Seabed Negotiation Costs","Non-Departmental Other Expenses",NA,"Law & Order",425,2008,"Actuals","A"
"Ministry of Justice","Justice",8743,8743,"Contribution to Foreshore and Seabed Negotiation Costs","Non-Departmental Other Expenses",NA,"Law & Order",658,2009,"Actuals","A"
"Ministry of Justice","Justice",8743,8743,"Contribution to Foreshore and Seabed Negotiation Costs","Non-Departmental Other Expenses",NA,"Law & Order",110,2010,"Actuals","A"
"Ministry of Justice","Justice",9063,9063,"Moriori Identity and Heritage Trust","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",6000,2008,"Actuals","A"
"Ministry of Justice","Justice",9468,9468,"Administrative Assistance for Foreshore and Seabed Arrangements","Non-Departmental Other Expenses",NA,"Law & Order",200,2010,"Actuals","A"
"Ministry of Justice","Justice",9468,9468,"Administrative Assistance for Foreshore and Seabed Arrangements","Non-Departmental Other Expenses",NA,"Law & Order",3600,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9468,9468,"Administrative Assistance for Foreshore and Seabed Arrangements","Non-Departmental Other Expenses",NA,"Law & Order",8400,2012,"Main Estimates","A"
"Ministry of Justice","Justice",9592,9592,"Impairment of Offender Levy","Non-Departmental Other Expenses",NA,"Law & Order",1963,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9592,9592,"Impairment of Offender Levy","Non-Departmental Other Expenses",NA,"Law & Order",1974,2012,"Main Estimates","A"
"Ministry of Justice","Justice",9593,9593,"Victims' Services","Non-Departmental Other Expenses",NA,"Social Security and Welfare",865,2010,"Actuals","A"
"Ministry of Justice","Justice",9593,9593,"Victims' Services","Non-Departmental Other Expenses",NA,"Social Security and Welfare",2783,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9593,9593,"Victims' Services","Non-Departmental Other Expenses",NA,"Social Security and Welfare",2849,2012,"Main Estimates","A"
"Ministry of Justice","Justice",9624,9624,"Contribution toward all Foreshore and Seabed Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",70,2010,"Actuals","A"
"Ministry of Justice","Justice",9624,9624,"Contribution toward all Foreshore and Seabed Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",425,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9624,9624,"Contribution toward all Foreshore and Seabed Negotiation Costs","Non-Departmental Other Expenses",NA,"Other",1568,2012,"Main Estimates","A"
"Ministry of Justice","Justice",10088,10088,"Settlement","Non-Departmental Other Expenses",NA,"Law & Order",981,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",10205,10205,"Impairment of Legal Aid Debt","Non-Departmental Other Expenses",NA,"Law & Order",22800,2012,"Main Estimates","A"
"Ministry of Justice","Justice",9061,9061,"Legal Services Agency","Non-Departmental Capital Expenditure",NA,"No Functional Classification",376,2008,"Actuals","A"
"Ministry of Justice","Justice",9061,9061,"Legal Services Agency","Non-Departmental Capital Expenditure",NA,"No Functional Classification",3737,2009,"Actuals","A"
"Ministry of Justice","Justice",9061,9061,"Legal Services Agency","Non-Departmental Capital Expenditure",NA,"No Functional Classification",112,2010,"Actuals","A"
"Ministry of Justice","Justice",9061,9061,"Legal Services Agency","Non-Departmental Capital Expenditure",NA,"No Functional Classification",60,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9062,9062,"Human Rights Commission","Non-Departmental Capital Expenditure",NA,"No Functional Classification",445,2008,"Actuals","A"
"Ministry of Justice","Justice",9062,9062,"Human Rights Commission","Non-Departmental Capital Expenditure",NA,"No Functional Classification",50,2009,"Actuals","A"
"Ministry of Justice","Justice",9062,9062,"Human Rights Commission","Non-Departmental Capital Expenditure",NA,"No Functional Classification",45,2010,"Actuals","A"
"Ministry of Justice","Justice",9356,9356,"Independent Police Conduct Authority","Non-Departmental Capital Expenditure",NA,"No Functional Classification",257,2009,"Actuals","A"
"Ministry of Justice","Justice",9356,9356,"Independent Police Conduct Authority","Non-Departmental Capital Expenditure",NA,"No Functional Classification",50,2010,"Actuals","A"
"Ministry of Justice","Justice",9487,9487,"The Real Estate Agents Authority Capital Expenditure","Non-Departmental Capital Expenditure",NA,"No Functional Classification",2078,2010,"Actuals","A"
"Ministry of Justice","Justice",9569,9569,"Public Defence Service Capital Expenditure","Non-Departmental Capital Expenditure",NA,"No Functional Classification",940,2010,"Actuals","A"
"Ministry of Justice","Justice",10074,10074,"Electoral Commission Capital Expenditure","Non-Departmental Capital Expenditure",NA,"No Functional Classification",1217,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9250,9250,"Ministry of Justice - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",65861,2008,"Actuals","A"
"Ministry of Justice","Justice",9250,9250,"Ministry of Justice - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",121773,2009,"Actuals","A"
"Ministry of Justice","Justice",9250,9250,"Ministry of Justice - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",91062,2010,"Actuals","A"
"Ministry of Justice","Justice",9250,9250,"Ministry of Justice - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",63316,2011,"Estimated Actual","A"
"Ministry of Justice","Justice",9250,9250,"Ministry of Justice - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",90165,2012,"Main Estimates","A"
"Ministry of Justice","Courts",1330,1330,"Collection and Enforcement of Fines and Civil Debts Services","Departmental Output Expenses",NA,"Law & Order",63155,2007,"Actuals","A"
"Ministry of Justice","Courts",1330,1330,"Collection and Enforcement of Fines and Civil Debts Services","Departmental Output Expenses",NA,"Law & Order",62725,2008,"Actuals","A"
"Ministry of Justice","Courts",1330,1330,"Collection and Enforcement of Fines and Civil Debts Services","Departmental Output Expenses",NA,"Law & Order",63103,2009,"Actuals","A"
"Ministry of Justice","Courts",1330,1330,"Collection and Enforcement of Fines and Civil Debts Services","Departmental Output Expenses",NA,"Law & Order",65746,2010,"Actuals","A"
"Ministry of Justice","Courts",1330,1330,"Collection and Enforcement of Fines and Civil Debts Services","Departmental Output Expenses",NA,"Law & Order",69079,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",1330,1330,"Collection and Enforcement of Fines and Civil Debts Services","Departmental Output Expenses",NA,"Law & Order",73964,2012,"Main Estimates","A"
"Ministry of Justice","Courts",6109,6109,"Waitangi Tribunal Services","Departmental Output Expenses",NA,"Law & Order",7957,2007,"Actuals","A"
"Ministry of Justice","Courts",6109,6109,"Waitangi Tribunal Services","Departmental Output Expenses",NA,"Law & Order",9618,2008,"Actuals","A"
"Ministry of Justice","Courts",6109,6109,"Waitangi Tribunal Services","Departmental Output Expenses",NA,"Law & Order",9402,2009,"Actuals","A"
"Ministry of Justice","Courts",6109,6109,"Waitangi Tribunal Services","Departmental Output Expenses",NA,"Law & Order",10301,2010,"Actuals","A"
"Ministry of Justice","Courts",6109,6109,"Waitangi Tribunal Services","Departmental Output Expenses",NA,"Law & Order",10519,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",6109,6109,"Waitangi Tribunal Services","Departmental Output Expenses",NA,"Law & Order",10017,2012,"Main Estimates","A"
"Ministry of Justice","Courts",8668,8668,"Higher Court Services","Departmental Output Expenses",NA,"Law & Order",47369,2007,"Actuals","A"
"Ministry of Justice","Courts",8668,8668,"Higher Court Services","Departmental Output Expenses",NA,"Law & Order",55067,2008,"Actuals","A"
"Ministry of Justice","Courts",8668,8668,"Higher Court Services","Departmental Output Expenses",NA,"Law & Order",58213,2009,"Actuals","A"
"Ministry of Justice","Courts",8668,8668,"Higher Court Services","Departmental Output Expenses",NA,"Law & Order",61663,2010,"Actuals","A"
"Ministry of Justice","Courts",8668,8668,"Higher Court Services","Departmental Output Expenses",NA,"Law & Order",66917,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",8668,8668,"Higher Court Services","Departmental Output Expenses",NA,"Law & Order",67948,2012,"Main Estimates","A"
"Ministry of Justice","Courts",8669,8669,"District Court Services","Departmental Output Expenses",NA,"Law & Order",152363,2007,"Actuals","A"
"Ministry of Justice","Courts",8669,8669,"District Court Services","Departmental Output Expenses",NA,"Law & Order",172188,2008,"Actuals","A"
"Ministry of Justice","Courts",8669,8669,"District Court Services","Departmental Output Expenses",NA,"Law & Order",184286,2009,"Actuals","A"
"Ministry of Justice","Courts",8669,8669,"District Court Services","Departmental Output Expenses",NA,"Law & Order",187538,2010,"Actuals","A"
"Ministry of Justice","Courts",8669,8669,"District Court Services","Departmental Output Expenses",NA,"Law & Order",194176,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",8669,8669,"District Court Services","Departmental Output Expenses",NA,"Law & Order",208164,2012,"Main Estimates","A"
"Ministry of Justice","Courts",8670,8670,"Specialist Courts, Tribunals and Other Authorities Services","Departmental Output Expenses",NA,"Law & Order",59604,2007,"Actuals","A"
"Ministry of Justice","Courts",8670,8670,"Specialist Courts, Tribunals and Other Authorities Services","Departmental Output Expenses",NA,"Law & Order",75963,2008,"Actuals","A"
"Ministry of Justice","Courts",8670,8670,"Specialist Courts, Tribunals and Other Authorities Services","Departmental Output Expenses",NA,"Law & Order",77497,2009,"Actuals","A"
"Ministry of Justice","Courts",8670,8670,"Specialist Courts, Tribunals and Other Authorities Services","Departmental Output Expenses",NA,"Law & Order",76731,2010,"Actuals","A"
"Ministry of Justice","Courts",8670,8670,"Specialist Courts, Tribunals and Other Authorities Services","Departmental Output Expenses",NA,"Law & Order",76920,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",8670,8670,"Specialist Courts, Tribunals and Other Authorities Services","Departmental Output Expenses",NA,"Law & Order",77423,2012,"Main Estimates","A"
"Ministry of Justice","Courts",9395,9395,"Coroners Salaries and Allowances","Non-Departmental Output Expenses","Permanent Legislative Authority","Law & Order",4596,2008,"Actuals","A"
"Ministry of Justice","Courts",1326,1326,"Judges' Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",77915,2007,"Actuals","A"
"Ministry of Justice","Courts",1326,1326,"Judges' Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",107747,2008,"Actuals","A"
"Ministry of Justice","Courts",1326,1326,"Judges' Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",100674,2009,"Actuals","A"
"Ministry of Justice","Courts",1326,1326,"Judges' Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",92169,2010,"Actuals","A"
"Ministry of Justice","Courts",1326,1326,"Judges' Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",105382,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",1326,1326,"Judges' Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Law & Order",105327,2012,"Main Estimates","A"
"Ministry of Justice","Courts",1327,1327,"Justices of the Peace Association","Non-Departmental Other Expenses",NA,"Law & Order",147,2007,"Actuals","A"
"Ministry of Justice","Courts",1327,1327,"Justices of the Peace Association","Non-Departmental Other Expenses",NA,"Law & Order",147,2008,"Actuals","A"
"Ministry of Justice","Courts",1327,1327,"Justices of the Peace Association","Non-Departmental Other Expenses",NA,"Law & Order",300,2009,"Actuals","A"
"Ministry of Justice","Courts",1327,1327,"Justices of the Peace Association","Non-Departmental Other Expenses",NA,"Law & Order",284,2010,"Actuals","A"
"Ministry of Justice","Courts",1327,1327,"Justices of the Peace Association","Non-Departmental Other Expenses",NA,"Law & Order",310,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",1327,1327,"Justices of the Peace Association","Non-Departmental Other Expenses",NA,"Law & Order",310,2012,"Main Estimates","A"
"Ministry of Justice","Courts",1417,1417,"Representations for Blood Sampling","Non-Departmental Other Expenses",NA,"Law & Order",1,2007,"Actuals","A"
"Ministry of Justice","Courts",1417,1417,"Representations for Blood Sampling","Non-Departmental Other Expenses",NA,"Law & Order",4,2008,"Actuals","A"
"Ministry of Justice","Courts",1417,1417,"Representations for Blood Sampling","Non-Departmental Other Expenses",NA,"Law & Order",1,2009,"Actuals","A"
"Ministry of Justice","Courts",1417,1417,"Representations for Blood Sampling","Non-Departmental Other Expenses",NA,"Law & Order",2,2010,"Actuals","A"
"Ministry of Justice","Courts",1417,1417,"Representations for Blood Sampling","Non-Departmental Other Expenses",NA,"Law & Order",10,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",1417,1417,"Representations for Blood Sampling","Non-Departmental Other Expenses",NA,"Law & Order",10,2012,"Main Estimates","A"
"Ministry of Justice","Courts",3509,3509,"Judicial Review Costs","Non-Departmental Other Expenses",NA,"Other",725,2007,"Actuals","A"
"Ministry of Justice","Courts",3509,3509,"Judicial Review Costs","Non-Departmental Other Expenses",NA,"Other",751,2008,"Actuals","A"
"Ministry of Justice","Courts",3509,3509,"Judicial Review Costs","Non-Departmental Other Expenses",NA,"Other",1039,2009,"Actuals","A"
"Ministry of Justice","Courts",3509,3509,"Judicial Review Costs","Non-Departmental Other Expenses",NA,"Other",1708,2010,"Actuals","A"
"Ministry of Justice","Courts",3509,3509,"Judicial Review Costs","Non-Departmental Other Expenses",NA,"Other",1196,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",3509,3509,"Judicial Review Costs","Non-Departmental Other Expenses",NA,"Other",1196,2012,"Main Estimates","A"
"Ministry of Justice","Courts",3727,3727,"Coroner-Directed Post-Mortems","Non-Departmental Other Expenses",NA,"Law & Order",6761,2007,"Actuals","A"
"Ministry of Justice","Courts",3727,3727,"Coroner-Directed Post-Mortems","Non-Departmental Other Expenses",NA,"Law & Order",6792,2008,"Actuals","A"
"Ministry of Justice","Courts",3727,3727,"Coroner-Directed Post-Mortems","Non-Departmental Other Expenses",NA,"Law & Order",7278,2009,"Actuals","A"
"Ministry of Justice","Courts",3727,3727,"Coroner-Directed Post-Mortems","Non-Departmental Other Expenses",NA,"Law & Order",7712,2010,"Actuals","A"
"Ministry of Justice","Courts",3727,3727,"Coroner-Directed Post-Mortems","Non-Departmental Other Expenses",NA,"Law & Order",7671,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",3727,3727,"Coroner-Directed Post-Mortems","Non-Departmental Other Expenses",NA,"Law & Order",7671,2012,"Main Estimates","A"
"Ministry of Justice","Courts",4069,4069,"Assistance to Victims of Crime","Non-Departmental Other Expenses",NA,"Law & Order",3,2007,"Actuals","A"
"Ministry of Justice","Courts",4069,4069,"Assistance to Victims of Crime","Non-Departmental Other Expenses",NA,"Law & Order",20,2010,"Actuals","A"
"Ministry of Justice","Courts",4069,4069,"Assistance to Victims of Crime","Non-Departmental Other Expenses",NA,"Law & Order",40,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",4069,4069,"Assistance to Victims of Crime","Non-Departmental Other Expenses",NA,"Law & Order",40,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5359,5359,"Abortion Supervisory Committee - Certifying Consultants Fees","Non-Departmental Other Expenses",NA,"Law & Order",5026,2007,"Actuals","A"
"Ministry of Justice","Courts",5359,5359,"Abortion Supervisory Committee - Certifying Consultants Fees","Non-Departmental Other Expenses",NA,"Law & Order",5052,2008,"Actuals","A"
"Ministry of Justice","Courts",5359,5359,"Abortion Supervisory Committee - Certifying Consultants Fees","Non-Departmental Other Expenses",NA,"Law & Order",5002,2009,"Actuals","A"
"Ministry of Justice","Courts",5359,5359,"Abortion Supervisory Committee - Certifying Consultants Fees","Non-Departmental Other Expenses",NA,"Law & Order",4850,2010,"Actuals","A"
"Ministry of Justice","Courts",5359,5359,"Abortion Supervisory Committee - Certifying Consultants Fees","Non-Departmental Other Expenses",NA,"Law & Order",5063,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5359,5359,"Abortion Supervisory Committee - Certifying Consultants Fees","Non-Departmental Other Expenses",NA,"Law & Order",5063,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5360,5360,"Children Young Persons and Their Families Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",8422,2007,"Actuals","A"
"Ministry of Justice","Courts",5360,5360,"Children Young Persons and Their Families Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",9125,2008,"Actuals","A"
"Ministry of Justice","Courts",5360,5360,"Children Young Persons and Their Families Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",8839,2009,"Actuals","A"
"Ministry of Justice","Courts",5360,5360,"Children Young Persons and Their Families Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",8750,2010,"Actuals","A"
"Ministry of Justice","Courts",5360,5360,"Children Young Persons and Their Families Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",9250,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5360,5360,"Children Young Persons and Their Families Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",9250,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5361,5361,"Domestic Violence Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",4973,2007,"Actuals","A"
"Ministry of Justice","Courts",5361,5361,"Domestic Violence Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",5764,2008,"Actuals","A"
"Ministry of Justice","Courts",5361,5361,"Domestic Violence Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",6215,2009,"Actuals","A"
"Ministry of Justice","Courts",5361,5361,"Domestic Violence Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",8706,2010,"Actuals","A"
"Ministry of Justice","Courts",5361,5361,"Domestic Violence Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",13918,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5361,5361,"Domestic Violence Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",16250,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5362,5362,"Family Court Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",26768,2007,"Actuals","A"
"Ministry of Justice","Courts",5362,5362,"Family Court Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",31511,2008,"Actuals","A"
"Ministry of Justice","Courts",5362,5362,"Family Court Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",37930,2009,"Actuals","A"
"Ministry of Justice","Courts",5362,5362,"Family Court Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",43114,2010,"Actuals","A"
"Ministry of Justice","Courts",5362,5362,"Family Court Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",48038,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5362,5362,"Family Court Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",46838,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5363,5363,"Medical and Other Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",1938,2007,"Actuals","A"
"Ministry of Justice","Courts",5363,5363,"Medical and Other Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",3637,2008,"Actuals","A"
"Ministry of Justice","Courts",5363,5363,"Medical and Other Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",3276,2009,"Actuals","A"
"Ministry of Justice","Courts",5363,5363,"Medical and Other Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",3955,2010,"Actuals","A"
"Ministry of Justice","Courts",5363,5363,"Medical and Other Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",4328,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5363,5363,"Medical and Other Professional Services","Non-Departmental Other Expenses",NA,"Law & Order",3978,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5364,5364,"Personal Property Protection Rights Costs","Non-Departmental Other Expenses",NA,"Law & Order",1058,2007,"Actuals","A"
"Ministry of Justice","Courts",5364,5364,"Personal Property Protection Rights Costs","Non-Departmental Other Expenses",NA,"Law & Order",1518,2008,"Actuals","A"
"Ministry of Justice","Courts",5364,5364,"Personal Property Protection Rights Costs","Non-Departmental Other Expenses",NA,"Law & Order",1831,2009,"Actuals","A"
"Ministry of Justice","Courts",5364,5364,"Personal Property Protection Rights Costs","Non-Departmental Other Expenses",NA,"Law & Order",1612,2010,"Actuals","A"
"Ministry of Justice","Courts",5364,5364,"Personal Property Protection Rights Costs","Non-Departmental Other Expenses",NA,"Law & Order",2200,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5364,5364,"Personal Property Protection Rights Costs","Non-Departmental Other Expenses",NA,"Law & Order",1700,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5365,5365,"Youth Court Professional Fees","Non-Departmental Other Expenses",NA,"Law & Order",6088,2007,"Actuals","A"
"Ministry of Justice","Courts",5365,5365,"Youth Court Professional Fees","Non-Departmental Other Expenses",NA,"Law & Order",6509,2008,"Actuals","A"
"Ministry of Justice","Courts",5365,5365,"Youth Court Professional Fees","Non-Departmental Other Expenses",NA,"Law & Order",7366,2009,"Actuals","A"
"Ministry of Justice","Courts",5365,5365,"Youth Court Professional Fees","Non-Departmental Other Expenses",NA,"Law & Order",7457,2010,"Actuals","A"
"Ministry of Justice","Courts",5365,5365,"Youth Court Professional Fees","Non-Departmental Other Expenses",NA,"Law & Order",8000,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5365,5365,"Youth Court Professional Fees","Non-Departmental Other Expenses",NA,"Law & Order",8000,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5366,5366,"Witness Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",2550,2007,"Actuals","A"
"Ministry of Justice","Courts",5366,5366,"Witness Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",2662,2008,"Actuals","A"
"Ministry of Justice","Courts",5366,5366,"Witness Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",3420,2009,"Actuals","A"
"Ministry of Justice","Courts",5366,5366,"Witness Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",3190,2010,"Actuals","A"
"Ministry of Justice","Courts",5366,5366,"Witness Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",3460,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5366,5366,"Witness Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",3460,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5367,5367,"Coroner Related Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",1864,2007,"Actuals","A"
"Ministry of Justice","Courts",5367,5367,"Coroner Related Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",155,2009,"Actuals","A"
"Ministry of Justice","Courts",5367,5367,"Coroner Related Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",56,2010,"Actuals","A"
"Ministry of Justice","Courts",5367,5367,"Coroner Related Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",92,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5367,5367,"Coroner Related Fees and Expenses","Non-Departmental Other Expenses",NA,"Law & Order",55,2012,"Main Estimates","A"
"Ministry of Justice","Courts",5561,5561,"Costs in Criminal Cases","Non-Departmental Other Expenses",NA,"Law & Order",128,2007,"Actuals","A"
"Ministry of Justice","Courts",5561,5561,"Costs in Criminal Cases","Non-Departmental Other Expenses",NA,"Law & Order",601,2008,"Actuals","A"
"Ministry of Justice","Courts",5561,5561,"Costs in Criminal Cases","Non-Departmental Other Expenses",NA,"Law & Order",984,2009,"Actuals","A"
"Ministry of Justice","Courts",5561,5561,"Costs in Criminal Cases","Non-Departmental Other Expenses",NA,"Law & Order",276,2010,"Actuals","A"
"Ministry of Justice","Courts",5561,5561,"Costs in Criminal Cases","Non-Departmental Other Expenses",NA,"Law & Order",1153,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",5561,5561,"Costs in Criminal Cases","Non-Departmental Other Expenses",NA,"Law & Order",300,2012,"Main Estimates","A"
"Ministry of Justice","Courts",7749,7749,"MVDT Adjudicator Remuneration and Assessors Costs","Non-Departmental Other Expenses",NA,"Law & Order",260,2007,"Actuals","A"
"Ministry of Justice","Courts",7749,7749,"MVDT Adjudicator Remuneration and Assessors Costs","Non-Departmental Other Expenses",NA,"Law & Order",305,2008,"Actuals","A"
"Ministry of Justice","Courts",7749,7749,"MVDT Adjudicator Remuneration and Assessors Costs","Non-Departmental Other Expenses",NA,"Law & Order",297,2009,"Actuals","A"
"Ministry of Justice","Courts",7749,7749,"MVDT Adjudicator Remuneration and Assessors Costs","Non-Departmental Other Expenses",NA,"Law & Order",299,2010,"Actuals","A"
"Ministry of Justice","Courts",7749,7749,"MVDT Adjudicator Remuneration and Assessors Costs","Non-Departmental Other Expenses",NA,"Law & Order",305,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",7749,7749,"MVDT Adjudicator Remuneration and Assessors Costs","Non-Departmental Other Expenses",NA,"Law & Order",305,2012,"Main Estimates","A"
"Ministry of Justice","Courts",8556,8556,"Visiting Justices to Prisons","Non-Departmental Other Expenses",NA,"Law & Order",228,2007,"Actuals","A"
"Ministry of Justice","Courts",8556,8556,"Visiting Justices to Prisons","Non-Departmental Other Expenses",NA,"Law & Order",236,2008,"Actuals","A"
"Ministry of Justice","Courts",8556,8556,"Visiting Justices to Prisons","Non-Departmental Other Expenses",NA,"Law & Order",259,2009,"Actuals","A"
"Ministry of Justice","Courts",8556,8556,"Visiting Justices to Prisons","Non-Departmental Other Expenses",NA,"Law & Order",276,2010,"Actuals","A"
"Ministry of Justice","Courts",8556,8556,"Visiting Justices to Prisons","Non-Departmental Other Expenses",NA,"Law & Order",300,2011,"Estimated Actual","A"
"Ministry of Justice","Courts",8556,8556,"Visiting Justices to Prisons","Non-Departmental Other Expenses",NA,"Law & Order",300,2012,"Main Estimates","A"
"Ministry of Justice","Courts",8854,8854,"Remittals of Fines","Non-Departmental Other Expenses",NA,"Law & Order",53672,2007,"Actuals","A"
"Ministry of Justice","Courts",8854,8854,"Remittals of Fines","Non-Departmental Other Expenses",NA,"Law & Order",59055,2008,"Actuals","A"
"Ministry of Justice","Courts",8854,8854,"Remittals of Fines","Non-Departmental Other Expenses",NA,"Law & Order",84181,2009,"Actuals","A"
"Ministry of Justice","Courts",8855,8855,"Impairment of Fines Receivable","Non-Departmental Other Expenses",NA,"Law & Order",18517,2007,"Actuals","A"
